"Mon Aug 30 12:56:02 CDT 2021"
"Max outlier during timestamp loop."
TS_MIN_NS,TS_MAX_NS
12,365127
12,57096
12,360607
"Max sustainable rate, fast receiver."
MSG_LEN,NUM_RCV_MSGS,RESULT_RATE
25,100010000,19819051.485188
25,100010000,19846258.123432
25,100010000,19781247.535151
64,100010000,17475336.539834
64,100010000,17494696.090999
64,100010000,17495166.631746
65,100010000,24240992.378425
65,100010000,24237057.376460
65,100010000,24302345.596270
100,100010000,33013389.025600
100,100010000,32630163.426836
100,100010000,32472581.954026
112,100010000,33183094.505897
112,100010000,32714121.360222
112,100010000,33318107.813227
113,100010000,75251854.052734
113,100010000,73992298.607789
113,100010000,74835416.059712
128,100010000,75500905.909322
128,100010000,75677164.012324
128,100010000,75601555.795949
129,100010000,17599109.970771
129,100010000,18611717.611256
129,100010000,18461886.132370
200,100010000,15776588.432944
200,100010000,15933059.339055
200,100010000,15790818.322256
256,100010000,15440883.238792
256,100010000,15411022.365855
256,100010000,15441967.705546
257,100010000,15872059.064985
257,100010000,15920222.661291
257,100010000,15947305.774261
500,100010000,14548091.552632
500,100010000,14724192.067664
500,100010000,14717537.229110
512,100010000,14710378.928551
512,100010000,14754490.107123
512,100010000,14702033.985280
513,100010000,15852359.280119
513,100010000,16007422.506073
513,100010000,15827094.898702
1500,100010000,14787552.172543
1500,100010000,14672720.035632
1500,100010000,14704354.228877
"Max sustainable rate, generic src."
MSG_LEN,NUM_RCV_MSGS,RESULT_RATE
25,100010000,12129474.897411
25,100010000,12157200.876663
25,100010000,12193989.250071
128,100010000,10355328.082420
128,100010000,10178568.967484
128,100010000,10211126.981013
129,100010000,9433985.777025
129,100010000,9541461.492915
129,100010000,9523165.455804
1500,100010000,6940022.345582
1500,100010000,6932238.940883
1500,100010000,6905818.675080
"Throughput varience."
MSG_LEN,NUM_RCV_MSGS,SPIN_CNT,RESULT_RATE
25,100010000,0,30995596.810461
25,100010000,0,31925732.532277
25,100010000,0,29293274.358824
25,100010000,1,80344292.131949
25,100010000,1,80148214.438202
25,100010000,1,80665759.747445
25,100010000,2,74909412.627857
25,100010000,2,75203748.802194
25,100010000,2,75995018.219536
25,100010000,4,67418236.038085
25,100010000,4,67477870.283243
25,100010000,4,67572193.021151
64,100010000,0,18668848.501463
64,100010000,0,18742729.706861
64,100010000,0,18607026.897600
64,100010000,2,22218501.339177
64,100010000,2,21912488.116806
64,100010000,2,22491809.247793
64,100010000,4,79904307.687812
64,100010000,4,79966851.564928
64,100010000,4,79965903.114666
64,100010000,6,53323653.739314
64,100010000,6,53780175.689530
64,100010000,6,53808309.671394
100,100010000,0,43541316.855636
100,100010000,0,43053233.285679
100,100010000,0,41892137.358871
100,100010000,2,44988689.132731
100,100010000,2,51758423.603216
100,100010000,2,45093629.042850
100,100010000,4,69323897.456149
100,100010000,4,69349106.856112
100,100010000,4,69105135.207227
100,100010000,6,67001234.876310
100,100010000,6,67265821.229062
100,100010000,6,67208067.843571
100,100010000,8,55439841.610546
100,100010000,8,56138112.538370
100,100010000,8,56299566.620518
200,100010000,0,16104261.426013
200,100010000,0,15770355.701153
200,100010000,0,15863118.405103
200,100010000,3,15778894.270281
200,100010000,3,15967393.195847
200,100010000,3,15793595.678853
200,100010000,6,15999795.054145
200,100010000,6,16044011.140712
200,100010000,6,15984470.933038
200,100010000,9,15734071.836037
200,100010000,9,15947424.286659
200,100010000,9,15935203.807694
200,100010000,12,15521354.906056
200,100010000,12,15559241.198529
200,100010000,12,15528975.830619
"Slow receiver test (rcv spin 10000)."
MSG_LEN,NUM_RCV_MSGS,RESULT_RATE
128,210000,73989.809738
128,210000,73985.761874
128,210000,74060.641449
129,210000,70987.853456
129,210000,70992.704191
129,210000,71043.516508
"Cross-NUMA max sustainable."
MSG_LEN,NUM_RCV_MSGS,RESULT_RATE
25,10010000,5350940.790932
25,10010000,5363390.577925
25,10010000,5984652.628840
128,10010000,7676012.704166
128,10010000,7216662.095597
128,10010000,7859187.756608
129,10010000,6184518.044640
129,10010000,6253026.191107
129,10010000,6197674.486887
1500,10010000,4061149.075766
1500,10010000,3870691.671719
1500,10010000,4127356.974200
"One-way latency test."
MSG_LEN,NUM_RCV_MSGS,RESULT_RATE,MIN_LATENCY,MAX_LATENCY,AVERAGE_LATENCY
100,2510000,250000.050350,128,205974,156
100,2510000,250000.051375,128,17746,153
100,2510000,250000.088700,102,20455,154
128,2510000,250000.089000,96,156616,160
128,2510000,250000.048525,107,224340,160
128,2510000,250000.091250,111,315559,162
129,2510000,250000.049400,125,162386,161
129,2510000,250000.047250,94,152900,160
129,2510000,250000.051025,126,241473,164
500,2510000,250000.039925,90,165069,154
500,2510000,250000.054025,94,134181,158
500,2510000,250000.051350,100,201514,159
1500,2510000,249999.938875,93,132870,159
1500,2510000,250000.091225,120,17579,157
1500,2510000,250000.053125,107,19725,157
100,10010000,999999.926900,85,166568,156
100,10010000,999999.186301,95,199617,155
100,10010000,1000000.055600,98,17755,154
128,10010000,999999.902100,97,150080,158
128,10010000,1000000.065900,88,19746,158
128,10010000,1000000.073800,91,37786,157
129,10010000,1000000.052600,88,301130,164
129,10010000,1000000.060100,86,19192,159
129,10010000,999999.909700,96,21170,159
500,10010000,999999.907500,84,155575,154
500,10010000,999999.908100,83,23936,158
500,10010000,1000000.059300,89,20900,157
1500,10010000,999999.931100,95,96096,157
1500,10010000,1000000.058200,93,188732,158
1500,10010000,999999.926600,95,19493,156
100,50010000,4999999.942000,85,270731,152
100,50010000,4999999.193000,84,20198,147
100,50010000,4999999.284500,85,19621,147
128,50010000,4999999.956500,77,218480,155
128,50010000,4999999.925000,76,20031,152
128,50010000,4999999.911500,69,19602,151
129,50010000,4999999.938000,76,273249,162
129,50010000,4999999.947500,69,171527,158
129,50010000,4999999.938500,75,277573,161
500,50010000,4999998.946000,69,235252,156
500,50010000,4999999.900500,70,20231,151
500,50010000,4999998.981000,70,20258,152
1500,50010000,4999999.198000,68,156266,149
1500,50010000,4999999.867000,69,192805,154
1500,50010000,4999999.785500,69,20729,153
100,100010000,9999998.329000,67,251502,143
100,100010000,9999998.016000,67,214218,140
100,100010000,9999999.854000,67,26277,139
128,100010000,9999999.639000,68,237687,151
128,100010000,9999997.951000,67,208336,146
128,100010000,9999999.670000,68,31340,145
129,100010000,9999997.996000,70,229900,165
129,100010000,9999999.795000,70,23633,160
129,100010000,9999997.982000,68,190522,160
500,100010000,9999999.834000,69,202328,150
500,100010000,9999998.139000,70,201529,147
500,100010000,9999997.626001,69,23567,145
1500,100010000,9999999.376000,70,154229,163
1500,100010000,9999999.726000,69,173648,161
1500,100010000,9999999.742000,76,96523,158
"Cross-numa latency test."
MSG_LEN,NUM_RCV_MSGS,RESULT_RATE,MIN_LATENCY,MAX_LATENCY,AVERAGE_LATENCY
100,2510000,250000.063500,220,269224,435
100,2510000,250000.065025,138,30158,420
100,2510000,250000.081800,206,29857,421
500,2510000,250000.056925,229,231358,448
500,2510000,250000.060025,226,22918,448
500,2510000,250000.051025,224,30723,446
1500,2510000,250000.062950,206,91729,439
1500,2510000,250000.090225,220,22250,441
1500,2510000,250000.062100,275,17467,451
100,10010000,1000000.032800,130,253506,442
100,10010000,1000000.022300,166,156624,432
100,10010000,999999.958700,139,30480,432
500,10010000,1000000.029200,109,236478,443
500,10010000,1000000.025900,142,34050,445
500,10010000,1000000.024300,120,31487,448
1500,10010000,1000000.046000,190,115487,447
1500,10010000,999999.920600,185,30893,439
1500,10010000,1000000.057300,176,25827,472
"One-way latency test, generic."
MSG_LEN,NUM_RCV_MSGS,RESULT_RATE,MIN_LATENCY,MAX_LATENCY,AVERAGE_LATENCY
100,2510000,250000.010725,130,173025,213
100,2510000,250000.015775,144,17790,207
100,2510000,250000.012250,120,18086,207
1500,2510000,250000.020625,186,103321,258
1500,2510000,250000.029700,186,17802,256
1500,2510000,250000.009275,189,17817,258
100,10010000,999999.793700,125,170658,209
100,10010000,999999.812200,120,38194,207
100,10010000,999999.788600,123,23694,210
1500,10010000,999999.714000,180,153013,257
1500,10010000,999999.768000,178,21303,255
1500,10010000,999999.219901,184,20320,255
100,50010000,4999998.566000,101,249038,207
100,50010000,4999998.124501,110,23898,202
100,50010000,4999998.742000,109,23773,202
1500,50010000,4999998.309001,150,166067,256
1500,50010000,4999998.058001,149,94687,258
1500,50010000,4999998.395501,149,92411,258
"Max sustainable rate, two receivers."
MSG_LEN,NUM_RCV_MSGS,NUM_RCV_MSGS2,RESULT_RATE
25,100010000,100010000,14226147.754832
25,100010000,100010000,14633143.657759
25,100010000,100010000,14404590.097769
100,100010000,100010000,19710677.331328
100,100010000,100010000,17205195.206693
100,100010000,100010000,17173941.626853
200,100010000,100010000,12480734.876493
200,100010000,100010000,13207495.997243
200,100010000,100010000,12483329.803512
500,100010000,100010000,12299138.177618
500,100010000,100010000,12045927.990039
500,100010000,100010000,12119816.542701
1500,100010000,100010000,11896140.581910
1500,100010000,100010000,11874499.107652
1500,100010000,100010000,11856349.283061
"Throughput varience, two receivers."
MSG_LEN,NUM_RCV_MSGS,NUM_RCV_MSGS2,SPIN_CNT,RESULT_RATE
25,100010000,0,100010000,14173406.930491
25,100010000,0,100010000,13705484.366121
25,100010000,0,100010000,14598268.240985
